"BRCA","CHOL","COAD","ESCA","HNSC"
"ENSG00000237442.3","ENSG00000223485.4","ENSG00000066405.13","ENSG00000248870.1","ENSG00000117215.15"
"ENSG00000122584.13","ENSG00000277586.4","ENSG00000251138.7","ENSG00000248268.1","ENSG00000172156.4"
"ENSG00000250244.5","ENSG00000286042.1","ENSG00000197587.11","ENSG00000227777.1","ENSG00000206195.11"
"ENSG00000117148.8","ENSG00000256870.3","ENSG00000103355.13","ENSG00000169429.11","ENSG00000214429.3"
"ENSG00000159263.16","ENSG00000167748.11","ENSG00000235277.1","ENSG00000131747.15","ENSG00000225886.3"
"ENSG00000287457.1","ENSG00000104112.9","ENSG00000247381.3","ENSG00000122133.17","ENSG00000095752.7"
"ENSG00000188916.9","ENSG00000267073.1","ENSG00000260476.1","ENSG00000148848.14","ENSG00000240280.7"
"ENSG00000274641.2","ENSG00000253308.2","ENSG00000244355.7","ENSG00000274428.1","ENSG00000165556.10"
"ENSG00000237487.1","ENSG00000267795.6","ENSG00000213886.4","ENSG00000250451.5","ENSG00000225210.10"
"ENSG00000175877.4","ENSG00000163364.10","ENSG00000105219.10","ENSG00000214617.9","ENSG00000077935.17"
"ENSG00000081138.14","ENSG00000075461.6","ENSG00000105464.3","ENSG00000128714.6","ENSG00000229720.1"
"ENSG00000278828.1","ENSG00000256643.1","ENSG00000115507.10","ENSG00000163739.5","ENSG00000203650.9"
"ENSG00000196747.4","ENSG00000089199.10","ENSG00000128683.14","ENSG00000281406.2","ENSG00000251281.1"
"ENSG00000228559.2","ENSG00000254560.6","ENSG00000134812.8","ENSG00000254726.3","ENSG00000258711.2"
"ENSG00000286935.1","ENSG00000272763.1","ENSG00000123500.10","ENSG00000175874.10","ENSG00000240764.4"
"ENSG00000260284.1","ENSG00000186897.5","ENSG00000260015.1","ENSG00000128578.10","ENSG00000107159.13"
"ENSG00000266995.1","ENSG00000124935.4","ENSG00000103888.17","ENSG00000253410.1","ENSG00000102794.10"
"ENSG00000198788.9","ENSG00000105290.13","ENSG00000233221.7","ENSG00000163736.4","ENSG00000151025.11"
"ENSG00000162975.5","ENSG00000167419.11","ENSG00000182798.10","ENSG00000269927.1","ENSG00000169436.17"
"ENSG00000287226.1","ENSG00000253931.1","ENSG00000226320.6","ENSG00000281327.2","ENSG00000248554.1"
"ENSG00000159184.8","ENSG00000197273.4","ENSG00000170369.4","ENSG00000286042.1","ENSG00000211893.4"
"ENSG00000218281.1","ENSG00000185686.18","ENSG00000237077.1","ENSG00000058085.15","ENSG00000276566.1"
"ENSG00000218549.2","ENSG00000166866.13","ENSG00000204424.10","ENSG00000266602.2","ENSG00000176510.5"
"ENSG00000086548.9","ENSG00000198729.5","ENSG00000205922.5","ENSG00000087085.16","ENSG00000223749.11"
"ENSG00000116014.10","ENSG00000101842.14","ENSG00000182747.5","ENSG00000223760.4","ENSG00000251003.9"
"ENSG00000262902.1","ENSG00000188162.12","ENSG00000196260.5","ENSG00000151790.9","ENSG00000236347.1"
"ENSG00000174343.6","ENSG00000123977.10","ENSG00000276122.1","ENSG00000136231.14","ENSG00000238125.1"
"ENSG00000224272.2","ENSG00000270002.1","ENSG00000124678.20","ENSG00000233589.1","ENSG00000228630.5"
"ENSG00000230798.5","ENSG00000268941.2","ENSG00000213816.3","ENSG00000094804.12","ENSG00000284095.1"
"ENSG00000226012.1","ENSG00000287929.1","ENSG00000254548.1","ENSG00000101115.13","ENSG00000248898.3"
"ENSG00000205592.15","ENSG00000137648.19","ENSG00000105989.10","ENSG00000173237.4","ENSG00000156150.9"
"ENSG00000100985.7","ENSG00000132746.15","ENSG00000249937.8","ENSG00000225210.10","ENSG00000123388.4"
"ENSG00000283162.1","ENSG00000284713.1","ENSG00000062038.14","ENSG00000078081.8","ENSG00000163825.4"
"ENSG00000238118.1","ENSG00000254338.1","ENSG00000129451.12","ENSG00000165891.16","ENSG00000224817.2"
"ENSG00000128683.14","ENSG00000114923.17","ENSG00000274238.1","ENSG00000223486.1","ENSG00000287394.1"
"ENSG00000276966.2","ENSG00000171450.6","ENSG00000129991.13","ENSG00000286856.1","ENSG00000253818.1"
"ENSG00000135638.14","ENSG00000275896.6","ENSG00000280409.1","ENSG00000151388.11","ENSG00000155886.11"
"ENSG00000284621.1","ENSG00000142661.19","ENSG00000205293.5","ENSG00000226363.3","ENSG00000149948.14"
"ENSG00000230076.1","ENSG00000248540.3","ENSG00000142700.12","ENSG00000250920.3","ENSG00000237290.2"
"ENSG00000185008.17","ENSG00000186326.4","ENSG00000186007.10","ENSG00000186185.14","ENSG00000244649.5"
"ENSG00000249853.8","ENSG00000285108.1","ENSG00000164283.13","ENSG00000021826.17","ENSG00000197757.8"
"ENSG00000229970.3","ENSG00000166407.14","ENSG00000256084.1","ENSG00000060566.14","ENSG00000272620.2"
"ENSG00000196427.13","ENSG00000134443.10","ENSG00000225328.2","ENSG00000163975.12","ENSG00000151790.9"
"ENSG00000269416.6","ENSG00000105889.16","ENSG00000111700.13","ENSG00000123388.4","ENSG00000244218.3"
"ENSG00000285094.1","ENSG00000062038.14","ENSG00000175832.13","ENSG00000101224.17","ENSG00000233532.6"
"ENSG00000249203.2","ENSG00000169436.17","ENSG00000138083.5","ENSG00000106038.13","ENSG00000120708.17"
"ENSG00000179546.4","ENSG00000259439.2","ENSG00000259439.2","ENSG00000070729.14","ENSG00000164932.13"
"ENSG00000144191.12","ENSG00000140274.14","ENSG00000163347.6","ENSG00000101255.11","ENSG00000268655.2"
"ENSG00000142224.17","ENSG00000148735.15","ENSG00000198610.11","ENSG00000117122.14","ENSG00000267013.6"
"ENSG00000174469.23","ENSG00000065618.21","ENSG00000236452.1","ENSG00000163735.7","ENSG00000254842.6"
"ENSG00000261327.5","ENSG00000287338.1","ENSG00000261787.2","ENSG00000268089.3","ENSG00000037965.6"
"ENSG00000179934.7","ENSG00000099812.9","ENSG00000257588.1","ENSG00000187595.16","ENSG00000156234.7"
"ENSG00000241475.1","ENSG00000287725.1","ENSG00000224817.2","ENSG00000238279.1","ENSG00000148848.14"
"ENSG00000171428.15","ENSG00000182272.12","ENSG00000197085.11","ENSG00000181333.12","ENSG00000203805.11"
"ENSG00000224920.1","ENSG00000189433.7","ENSG00000240052.1","ENSG00000101057.16","ENSG00000134321.12"
"ENSG00000261742.6","ENSG00000187957.8","ENSG00000122133.17","ENSG00000232775.6","ENSG00000213468.7"
"ENSG00000127588.5","ENSG00000242078.1","ENSG00000258077.2","ENSG00000105173.14","ENSG00000146839.19"
"ENSG00000180269.8","ENSG00000140481.15","ENSG00000229970.3","ENSG00000228509.6","ENSG00000169248.13"
"ENSG00000069011.16","ENSG00000006118.15","ENSG00000230234.1","ENSG00000108813.11","ENSG00000260084.1"
"ENSG00000257335.8","ENSG00000176406.23","ENSG00000120149.9","ENSG00000118193.12","ENSG00000108821.14"
"ENSG00000132821.12","ENSG00000177182.11","ENSG00000244306.11","ENSG00000273838.2","ENSG00000164694.17"
"ENSG00000261039.3","ENSG00000138669.9","ENSG00000172031.7","ENSG00000166415.15","ENSG00000235385.2"
"ENSG00000196611.5","ENSG00000181617.6","ENSG00000232560.7","ENSG00000280053.1","ENSG00000248347.3"
"ENSG00000274290.3","ENSG00000166143.10","ENSG00000132911.5","ENSG00000011422.12","ENSG00000070729.14"
"ENSG00000170965.10","ENSG00000130477.15","ENSG00000136881.12","ENSG00000068489.13","ENSG00000168779.20"
"ENSG00000248245.1","ENSG00000107159.13","ENSG00000223392.1","ENSG00000236039.3","ENSG00000167941.3"
"ENSG00000155886.11","ENSG00000106031.9","ENSG00000101441.4","ENSG00000265417.1","ENSG00000211897.9"
"ENSG00000158406.5","ENSG00000235034.7","ENSG00000235934.2","ENSG00000144407.9","ENSG00000119547.6"
"ENSG00000204544.5","ENSG00000258474.1","ENSG00000029559.7","ENSG00000248103.1","ENSG00000214544.7"
