"BRCA","CHOL","COAD","ESCA","HNSC"
"ENSG00000149926.13","ENSG00000159556.10","ENSG00000184949.16","ENSG00000227403.2","ENSG00000087494.16"
"ENSG00000165731.20","ENSG00000166851.15","ENSG00000162009.8","ENSG00000115419.13","ENSG00000228492.2"
"ENSG00000127084.19","ENSG00000125731.13","ENSG00000050344.9","ENSG00000177602.5","ENSG00000256694.1"
"ENSG00000072571.20","ENSG00000231298.7","ENSG00000163739.5","ENSG00000161800.13","ENSG00000168062.10"
"ENSG00000154864.13","ENSG00000149488.13","ENSG00000261104.1","ENSG00000196932.12","ENSG00000285103.2"
"ENSG00000229630.1","ENSG00000125966.10","ENSG00000213246.7","ENSG00000267201.1","ENSG00000267074.1"
"ENSG00000117009.12","ENSG00000283265.1","ENSG00000100867.15","ENSG00000161692.18","ENSG00000189013.14"
"ENSG00000162482.5","ENSG00000246465.1","ENSG00000167476.10","ENSG00000149636.16","ENSG00000282431.1"
"ENSG00000230606.11","ENSG00000043355.12","ENSG00000222033.1","ENSG00000198554.12","ENSG00000128709.13"
"ENSG00000235939.1","ENSG00000183671.12","ENSG00000121743.4","ENSG00000232803.1","ENSG00000231292.6"
"ENSG00000189057.11","ENSG00000196747.4","ENSG00000084453.16","ENSG00000183763.9","ENSG00000288065.1"
"ENSG00000149972.11","ENSG00000187730.9","ENSG00000138028.16","ENSG00000284753.2","ENSG00000276557.1"
"ENSG00000165304.8","ENSG00000067057.18","ENSG00000225536.2","ENSG00000009950.16","ENSG00000148408.13"
"ENSG00000182631.7","ENSG00000177414.13","ENSG00000151012.13","ENSG00000198826.11","ENSG00000243466.1"
"ENSG00000136542.9","ENSG00000156970.13","ENSG00000142102.16","ENSG00000092853.14","ENSG00000188404.10"
"ENSG00000253973.3","ENSG00000007038.11","ENSG00000277223.1","ENSG00000089127.14","ENSG00000144810.16"
"ENSG00000153132.13","ENSG00000125850.11","ENSG00000279692.1","ENSG00000255753.1","ENSG00000188820.13"
"ENSG00000233041.8","ENSG00000255082.1","ENSG00000257138.1","ENSG00000271781.1","ENSG00000211950.2"
"ENSG00000136541.15","ENSG00000279822.1","ENSG00000244342.5","ENSG00000196756.13","ENSG00000279822.1"
"ENSG00000164089.9","ENSG00000187783.12","ENSG00000262001.1","ENSG00000175592.9","ENSG00000211637.2"
"ENSG00000288585.1","ENSG00000203499.12","ENSG00000224322.2","ENSG00000265943.1","ENSG00000180340.7"
"ENSG00000226321.5","ENSG00000099282.10","ENSG00000130711.5","ENSG00000130429.15","ENSG00000113721.14"
"ENSG00000024526.17","ENSG00000285906.2","ENSG00000275491.1","ENSG00000273604.2","ENSG00000257253.2"
"ENSG00000224137.1","ENSG00000093009.11","ENSG00000285897.1","ENSG00000113739.10","ENSG00000166073.11"
"ENSG00000151651.16","ENSG00000184524.6","ENSG00000204334.7","ENSG00000144136.11","ENSG00000231298.7"
"ENSG00000273267.1","ENSG00000152766.6","ENSG00000279806.1","ENSG00000230002.3","ENSG00000226659.1"
"ENSG00000204677.13","ENSG00000215475.5","ENSG00000198759.12","ENSG00000236675.1","ENSG00000053747.17"
"ENSG00000165309.14","ENSG00000166863.13","ENSG00000108813.11","ENSG00000140451.13","ENSG00000235897.1"
"ENSG00000164932.13","ENSG00000220412.1","ENSG00000225405.3","ENSG00000171345.13","ENSG00000253931.1"
"ENSG00000288234.1","ENSG00000089685.15","ENSG00000167419.11","ENSG00000136108.15","ENSG00000253616.5"
"ENSG00000288547.3","ENSG00000235029.1","ENSG00000205502.4","ENSG00000146232.17","ENSG00000183150.8"
"ENSG00000280311.1","ENSG00000265763.4","ENSG00000198203.10","ENSG00000251985.1","ENSG00000229816.1"
"ENSG00000157613.11","ENSG00000090889.12","ENSG00000170561.13","ENSG00000148773.14","ENSG00000204936.10"
"ENSG00000174371.17","ENSG00000115507.10","ENSG00000179431.7","ENSG00000109805.10","ENSG00000230061.2"
"ENSG00000105707.14","ENSG00000177181.15","ENSG00000251396.7","ENSG00000155660.11","ENSG00000242041.1"
"ENSG00000166796.12","ENSG00000287358.1","ENSG00000273079.6","ENSG00000214078.13","ENSG00000188822.8"
"ENSG00000284299.1","ENSG00000261488.1","ENSG00000225742.6","ENSG00000172167.8","ENSG00000235298.1"
"ENSG00000181085.15","ENSG00000166736.11","ENSG00000163032.12","ENSG00000271754.1","ENSG00000286561.1"
"ENSG00000124575.7","ENSG00000271662.1","ENSG00000169427.8","ENSG00000135454.14","ENSG00000253167.1"
"ENSG00000224260.6","ENSG00000114529.13","ENSG00000145244.12","ENSG00000173621.9","ENSG00000169427.8"
"ENSG00000106541.12","ENSG00000256196.2","ENSG00000164932.13","ENSG00000261373.1","ENSG00000137965.11"
"ENSG00000260337.4","ENSG00000186081.12","ENSG00000169253.3","ENSG00000138623.10","ENSG00000161638.11"
"ENSG00000231073.1","ENSG00000259341.2","ENSG00000274080.1","ENSG00000200879.1","ENSG00000143297.19"
"ENSG00000075275.18","ENSG00000241359.1","ENSG00000157193.18","ENSG00000153044.10","ENSG00000211639.2"
"ENSG00000279685.2","ENSG00000117724.13","ENSG00000218358.2","ENSG00000168393.13","ENSG00000286196.1"
"ENSG00000223776.5","ENSG00000087494.16","ENSG00000164690.8","ENSG00000214826.5","ENSG00000179934.7"
"ENSG00000286208.1","ENSG00000163618.18","ENSG00000137877.10","ENSG00000155629.15","ENSG00000230570.1"
"ENSG00000227066.2","ENSG00000182795.13","ENSG00000226887.8","ENSG00000145506.14","ENSG00000283554.1"
"ENSG00000177494.6","ENSG00000176678.6","ENSG00000228566.2","ENSG00000241634.1","ENSG00000166923.12"
"ENSG00000227404.1","ENSG00000234362.6","ENSG00000234350.5","ENSG00000097046.13","ENSG00000211968.3"
"ENSG00000168743.13","ENSG00000114757.19","ENSG00000110944.9","ENSG00000059378.13","ENSG00000130675.15"
"ENSG00000075886.11","ENSG00000177494.6","ENSG00000287828.1","ENSG00000112118.20","ENSG00000211668.2"
"ENSG00000243141.2","ENSG00000187123.15","ENSG00000165935.9","ENSG00000139880.19","ENSG00000134460.18"
"ENSG00000121895.8","ENSG00000121621.7","ENSG00000139289.13","ENSG00000176597.12","ENSG00000276509.1"
"ENSG00000249661.1","ENSG00000148773.14","ENSG00000203907.9","ENSG00000134326.11","ENSG00000217455.8"
"ENSG00000218014.1","ENSG00000237988.5","ENSG00000139547.7","ENSG00000136603.14","ENSG00000225783.8"
"ENSG00000185130.5","ENSG00000158402.20","ENSG00000250081.1","ENSG00000267637.1","ENSG00000236526.1"
"ENSG00000152253.9","ENSG00000181374.8","ENSG00000164761.9","ENSG00000170779.11","ENSG00000117009.12"
"ENSG00000074410.14","ENSG00000251095.7","ENSG00000101104.13","ENSG00000170537.13","ENSG00000089012.14"
"ENSG00000114529.13","ENSG00000269959.1","ENSG00000185008.17","ENSG00000120254.16","ENSG00000179772.8"
"ENSG00000226957.1","ENSG00000132692.19","ENSG00000198720.13","ENSG00000196739.15","ENSG00000147889.18"
"ENSG00000184678.10","ENSG00000174371.17","ENSG00000229835.2","ENSG00000249859.12","ENSG00000186191.8"
"ENSG00000119938.9","ENSG00000078098.14","ENSG00000096088.16","ENSG00000180263.14","ENSG00000187037.8"
"ENSG00000251635.2","ENSG00000259495.3","ENSG00000287626.1","ENSG00000196460.14","ENSG00000087303.18"
"ENSG00000272202.1","ENSG00000087128.10","ENSG00000185519.9","ENSG00000204682.8","ENSG00000073756.12"
"ENSG00000187608.10","ENSG00000176490.5","ENSG00000183914.14","ENSG00000129810.15","ENSG00000103522.16"
"ENSG00000237649.8","ENSG00000136928.7","ENSG00000260877.2","ENSG00000142102.16","ENSG00000248964.7"
"ENSG00000287080.2","ENSG00000067225.18","ENSG00000088340.17","ENSG00000105088.8","ENSG00000121594.12"
"ENSG00000160973.8","ENSG00000170369.4","ENSG00000228462.1","ENSG00000073060.16","ENSG00000136378.15"
"ENSG00000260792.1","ENSG00000087510.7","ENSG00000154856.13","ENSG00000114646.10","ENSG00000182667.14"
"ENSG00000179023.8","ENSG00000011332.19","ENSG00000180869.4","ENSG00000163808.17","ENSG00000110446.11"
"ENSG00000162779.22","ENSG00000138759.19","ENSG00000139292.13","ENSG00000177721.4","ENSG00000162676.12"
"ENSG00000188676.13","ENSG00000131650.14","ENSG00000113739.10","ENSG00000109321.11","ENSG00000152402.11"
"ENSG00000237737.6","ENSG00000080224.17","ENSG00000268628.2","ENSG00000168394.11","ENSG00000271788.1"
"ENSG00000197191.6","ENSG00000157456.8","ENSG00000233845.1","ENSG00000261236.8","ENSG00000255438.2"
"ENSG00000175643.10","ENSG00000136231.14","ENSG00000267533.1","ENSG00000130816.17","ENSG00000049249.9"
"ENSG00000105467.9","ENSG00000176884.16","ENSG00000231439.4","ENSG00000087088.20","ENSG00000058335.16"
"ENSG00000154839.10","ENSG00000164181.14","ENSG00000224652.2","ENSG00000276900.1","ENSG00000255837.1"
"ENSG00000234869.1","ENSG00000267750.6","ENSG00000105707.14","ENSG00000168298.7","ENSG00000129048.7"
"ENSG00000240350.3","ENSG00000163064.7","ENSG00000203985.11","ENSG00000006327.14","ENSG00000171587.15"
"ENSG00000259807.2","ENSG00000232233.1","ENSG00000109321.11","ENSG00000101189.7","ENSG00000279345.1"
"ENSG00000245080.7","ENSG00000176383.9","ENSG00000214259.3","ENSG00000162063.13","ENSG00000130487.9"
"ENSG00000126787.13","ENSG00000287315.1","ENSG00000258884.2","ENSG00000175264.8","ENSG00000138684.9"
"ENSG00000183242.12","ENSG00000196878.15","ENSG00000258947.7","ENSG00000111247.15","ENSG00000267369.1"
"ENSG00000266830.1","ENSG00000261183.5","ENSG00000224367.6","ENSG00000104738.18","ENSG00000196747.4"
"ENSG00000166268.11","ENSG00000230650.1","ENSG00000241186.10","ENSG00000164171.11","ENSG00000262663.1"
"ENSG00000267123.7","ENSG00000251257.2","ENSG00000277363.5","ENSG00000156787.17","ENSG00000152377.14"
"ENSG00000268864.4","ENSG00000173838.12","ENSG00000135069.14","ENSG00000188486.3","ENSG00000211598.2"
"ENSG00000130635.16","ENSG00000008735.14","ENSG00000171017.11","ENSG00000143256.5","ENSG00000271013.1"
"ENSG00000100078.4","ENSG00000237330.3","ENSG00000029153.14","ENSG00000196878.15","ENSG00000140557.12"
"ENSG00000203446.2","ENSG00000167759.13","ENSG00000172927.8","ENSG00000122952.17","ENSG00000137573.14"
"ENSG00000272954.1","ENSG00000165480.16","ENSG00000257906.3","ENSG00000088386.17","ENSG00000204624.8"
"ENSG00000203711.14","ENSG00000168078.10","ENSG00000259078.2","ENSG00000100206.10","ENSG00000231131.8"
"ENSG00000259470.2","ENSG00000161714.12","ENSG00000142408.6","ENSG00000196230.13","ENSG00000186340.16"
"ENSG00000124249.7","ENSG00000123485.12","ENSG00000163735.7","ENSG00000143321.19","ENSG00000268108.1"
"ENSG00000165973.19","ENSG00000169607.13","ENSG00000232850.3","ENSG00000196950.14","ENSG00000175879.9"
"ENSG00000145681.11","ENSG00000130045.16","ENSG00000219700.1","ENSG00000101132.10","ENSG00000178199.14"
"ENSG00000286424.1","ENSG00000109846.9","ENSG00000181773.7","ENSG00000137965.11","ENSG00000124731.13"
"ENSG00000267750.6","ENSG00000188015.10","ENSG00000282890.1","ENSG00000185507.21","ENSG00000124657.1"
"ENSG00000091831.24","ENSG00000261437.1","ENSG00000184489.12","ENSG00000176619.13","ENSG00000242294.6"
"ENSG00000233183.3","ENSG00000263961.8","ENSG00000125864.14","ENSG00000054967.13","ENSG00000206262.9"
"ENSG00000099812.9","ENSG00000267736.2","ENSG00000257883.1","ENSG00000029993.15","ENSG00000211706.2"
"ENSG00000163600.13","ENSG00000075218.19","ENSG00000003249.15","ENSG00000173559.14","ENSG00000211787.1"
"ENSG00000129810.15","ENSG00000169213.7","ENSG00000284948.1","ENSG00000128645.15","ENSG00000225857.5"
"ENSG00000267751.5","ENSG00000129451.12","ENSG00000213177.3","ENSG00000152253.9","ENSG00000111335.13"
"ENSG00000258408.1","ENSG00000088992.18","ENSG00000108375.13","ENSG00000132646.11","ENSG00000256209.2"
"ENSG00000265480.5","ENSG00000187997.11","ENSG00000259045.1","ENSG00000198901.14","ENSG00000225075.1"
"ENSG00000244649.5","ENSG00000231106.2","ENSG00000246528.3","ENSG00000118162.14","ENSG00000287839.1"
"ENSG00000213376.4","ENSG00000121753.12","ENSG00000256008.3","ENSG00000101412.13","ENSG00000218358.2"
"ENSG00000276662.1","ENSG00000226900.2","ENSG00000287566.1","ENSG00000136982.6","ENSG00000178033.6"
"ENSG00000113302.5","ENSG00000198857.3","ENSG00000261670.1","ENSG00000153310.19","ENSG00000113140.11"
"ENSG00000224367.6","ENSG00000168350.8","ENSG00000278842.1","ENSG00000106077.18","ENSG00000274024.1"
"ENSG00000264188.1","ENSG00000075223.14","ENSG00000281756.1","ENSG00000213186.8","ENSG00000280411.1"
"ENSG00000179902.13","ENSG00000196368.5","ENSG00000210144.1","ENSG00000173727.12","ENSG00000250390.2"
"ENSG00000147570.10","ENSG00000103534.17","ENSG00000273812.3","ENSG00000040608.14","ENSG00000107201.10"
"ENSG00000172575.12","ENSG00000134258.17","ENSG00000197506.8","ENSG00000172716.16","ENSG00000162624.14"
"ENSG00000227507.3","ENSG00000152669.9","ENSG00000261742.6","ENSG00000254854.1","ENSG00000256282.1"
"ENSG00000077152.11","ENSG00000253395.1","ENSG00000183971.10","ENSG00000138182.15","ENSG00000086991.13"
"ENSG00000264175.1","ENSG00000160182.3","ENSG00000146477.6","ENSG00000152804.11","ENSG00000146070.17"
"ENSG00000080986.13","ENSG00000157782.9","ENSG00000256694.1","ENSG00000204899.6","ENSG00000184979.10"
"ENSG00000183813.7","ENSG00000128805.15","ENSG00000211676.2","ENSG00000141391.14","ENSG00000231638.1"
"ENSG00000281641.3","ENSG00000267432.6","ENSG00000187730.9","ENSG00000106367.15","ENSG00000279670.1"
"ENSG00000175267.15","ENSG00000257642.1","ENSG00000251537.4","ENSG00000142627.13","ENSG00000224041.3"
"ENSG00000181847.12","ENSG00000203985.11","ENSG00000006118.15","ENSG00000280161.1","ENSG00000279608.1"
"ENSG00000169783.13","ENSG00000136542.9","ENSG00000163584.18","ENSG00000233081.1","ENSG00000104951.16"
"ENSG00000226979.9","ENSG00000101342.10","ENSG00000258088.1","ENSG00000188157.15","ENSG00000149257.16"
"ENSG00000266088.6","ENSG00000232021.7","ENSG00000159217.10","ENSG00000235363.1","ENSG00000287126.1"
"ENSG00000121594.12","ENSG00000198915.12","ENSG00000198064.13","ENSG00000008735.14","ENSG00000011332.19"
"ENSG00000236591.1","ENSG00000253293.5","ENSG00000162723.10","ENSG00000137161.17","ENSG00000109943.9"
"ENSG00000171320.15","ENSG00000167642.13","ENSG00000120254.16","ENSG00000198088.10","ENSG00000266718.2"
"ENSG00000164128.7","ENSG00000182010.11","ENSG00000078114.19","ENSG00000273445.1","ENSG00000262668.2"
"ENSG00000198797.7","ENSG00000111206.13","ENSG00000268941.2","ENSG00000186871.7","ENSG00000205837.7"
"ENSG00000259793.1","ENSG00000154917.11","ENSG00000124882.4","ENSG00000267374.2","ENSG00000166707.12"
"ENSG00000243649.9","ENSG00000170381.14","ENSG00000241935.9","ENSG00000130309.11","ENSG00000105255.11"
"ENSG00000182459.5","ENSG00000137270.11","ENSG00000231684.3","ENSG00000198814.13","ENSG00000198400.12"
"ENSG00000137812.20","ENSG00000163218.15","ENSG00000075891.22","ENSG00000185947.15","ENSG00000270165.1"
"ENSG00000117407.17","ENSG00000265688.2","ENSG00000258844.2","ENSG00000188095.6","ENSG00000266289.1"
"ENSG00000170290.4","ENSG00000114279.13","ENSG00000160183.17","ENSG00000261431.1","ENSG00000167178.16"
"ENSG00000274928.6","ENSG00000167157.11","ENSG00000197472.15","ENSG00000214146.3","ENSG00000211716.2"
"ENSG00000275223.1","ENSG00000154102.11","ENSG00000278716.1","ENSG00000161921.17","ENSG00000229425.3"
"ENSG00000242048.3","ENSG00000131037.15","ENSG00000174939.11","ENSG00000130707.18","ENSG00000082684.16"
"ENSG00000117983.17","ENSG00000255303.2","ENSG00000259051.1","ENSG00000125885.13","ENSG00000112761.21"
"ENSG00000263513.5","ENSG00000275465.7","ENSG00000283646.2","ENSG00000272359.1","ENSG00000260589.1"
"ENSG00000285600.1","ENSG00000204657.4","ENSG00000256817.1","ENSG00000112029.10","ENSG00000246130.1"
"ENSG00000202522.1","ENSG00000189143.9","ENSG00000250412.1","ENSG00000145386.11","ENSG00000146216.13"
"ENSG00000161888.11","ENSG00000183196.10","ENSG00000251254.1","ENSG00000115415.20","ENSG00000180113.16"
"ENSG00000092345.14","ENSG00000164611.13","ENSG00000170965.10","ENSG00000198720.13","ENSG00000041982.16"
"ENSG00000111206.13","ENSG00000170312.16","ENSG00000257654.1","ENSG00000257167.2","ENSG00000185155.12"
"ENSG00000263325.1","ENSG00000157470.12","ENSG00000100344.11","ENSG00000177917.11","ENSG00000027869.12"
"ENSG00000197870.12","ENSG00000110660.15","ENSG00000234065.2","ENSG00000127586.17","ENSG00000217555.13"
"ENSG00000199313.1","ENSG00000236671.9","ENSG00000254389.3","ENSG00000167645.17","ENSG00000268499.1"
"ENSG00000133665.13","ENSG00000112559.15","ENSG00000234800.2","ENSG00000115828.17","ENSG00000084731.15"
"ENSG00000102385.12","ENSG00000170442.12","ENSG00000268510.1","ENSG00000091127.14","ENSG00000232712.6"
"ENSG00000184730.11","ENSG00000178999.13","ENSG00000174951.11","ENSG00000034510.6","ENSG00000244720.1"
"ENSG00000268438.1","ENSG00000155066.16","ENSG00000133519.12","ENSG00000184979.10","ENSG00000229393.1"
"ENSG00000101463.6","ENSG00000283283.2","ENSG00000235269.2","ENSG00000145604.17","ENSG00000237989.1"
"ENSG00000175302.5","ENSG00000146670.10","ENSG00000226883.1","ENSG00000272720.1","ENSG00000180061.10"
"ENSG00000264570.1","ENSG00000137807.16","ENSG00000153237.18","ENSG00000100479.13","ENSG00000162849.16"
"ENSG00000213085.10","ENSG00000122870.12","ENSG00000272006.1","ENSG00000172432.19","ENSG00000261039.3"
"ENSG00000167900.12","ENSG00000224081.9","ENSG00000226562.4","ENSG00000278023.7","ENSG00000118473.22"
"ENSG00000188817.8","ENSG00000174672.16","ENSG00000144596.13","ENSG00000104147.9","ENSG00000271503.6"
"ENSG00000231439.4","ENSG00000095777.17","ENSG00000101144.13","ENSG00000141524.17","ENSG00000090530.10"
"ENSG00000069764.10","ENSG00000071539.14","ENSG00000138795.10","ENSG00000266969.1","ENSG00000275793.1"
"ENSG00000207422.1","ENSG00000088726.16","ENSG00000180914.10","ENSG00000166451.13","ENSG00000196460.14"
"ENSG00000262979.1","ENSG00000121152.10","ENSG00000143217.9","ENSG00000114859.16","ENSG00000207741.1"
"ENSG00000156970.13","ENSG00000129521.15","ENSG00000225173.1","ENSG00000076604.15","ENSG00000250274.2"
"ENSG00000260810.1","ENSG00000131435.13","ENSG00000286223.1","ENSG00000150753.12","ENSG00000287670.1"
"ENSG00000182492.16","ENSG00000205054.8","ENSG00000255737.2","ENSG00000168496.4","ENSG00000147059.8"
"ENSG00000250488.2","ENSG00000227885.3","ENSG00000152413.15","ENSG00000012048.23","ENSG00000279347.1"
"ENSG00000232177.1","ENSG00000079689.14","ENSG00000179066.8","ENSG00000087077.14","ENSG00000038427.16"
"ENSG00000286836.1","ENSG00000284948.1","ENSG00000104889.7","ENSG00000125835.19","ENSG00000112195.9"
"ENSG00000101638.14","ENSG00000092853.14","ENSG00000288050.1","ENSG00000250519.7","ENSG00000211660.3"
"ENSG00000150676.13","ENSG00000159713.11","ENSG00000277840.1","ENSG00000078098.14","ENSG00000286276.1"
"ENSG00000103260.9","ENSG00000226496.3","ENSG00000081277.13","ENSG00000185436.12","ENSG00000271134.1"
"ENSG00000199082.1","ENSG00000258647.6","ENSG00000257913.2","ENSG00000184220.12","ENSG00000251493.5"
"ENSG00000275092.1","ENSG00000232237.3","ENSG00000263934.5","ENSG00000130589.16","ENSG00000188403.7"
"ENSG00000223813.3","ENSG00000186765.12","ENSG00000224476.3","ENSG00000235724.10","ENSG00000185070.11"
"ENSG00000227579.6","ENSG00000147697.9","ENSG00000008300.17","ENSG00000128641.19","ENSG00000260661.1"
"ENSG00000268510.1","ENSG00000139572.4","ENSG00000262979.1","ENSG00000226928.1","ENSG00000142156.15"
"ENSG00000177453.7","ENSG00000233198.4","ENSG00000183091.19","ENSG00000113368.12","ENSG00000132854.19"
"ENSG00000076382.17","ENSG00000136944.19","ENSG00000236268.6","ENSG00000174442.12","ENSG00000134871.19"
"ENSG00000075461.6","ENSG00000133216.17","ENSG00000232021.7","ENSG00000176912.5","ENSG00000273272.2"
"ENSG00000107954.10","ENSG00000233101.10","ENSG00000239672.8","ENSG00000146828.18","ENSG00000256553.1"
"ENSG00000260731.1","ENSG00000186451.2","ENSG00000228399.1","ENSG00000179958.10","ENSG00000205809.9"
"ENSG00000154451.14","ENSG00000232803.1","ENSG00000090932.11","ENSG00000117228.10","ENSG00000109072.14"
"ENSG00000131187.10","ENSG00000100162.15","ENSG00000151388.11","ENSG00000183765.23","ENSG00000243433.1"
"ENSG00000152086.9","ENSG00000226363.3","ENSG00000175894.18","ENSG00000120334.15","ENSG00000272211.1"
"ENSG00000174871.11","ENSG00000164393.8","ENSG00000225506.2","ENSG00000131944.10","ENSG00000128656.15"
"ENSG00000256663.1","ENSG00000243449.6","ENSG00000173391.9","ENSG00000134222.16","ENSG00000205922.5"
"ENSG00000186493.13","ENSG00000286728.1","ENSG00000272945.1","ENSG00000110092.4","ENSG00000270011.7"
"ENSG00000213047.13","ENSG00000139044.12","ENSG00000180210.15","ENSG00000156587.16","ENSG00000187912.12"
"ENSG00000225449.3","ENSG00000113722.17","ENSG00000111110.12","ENSG00000160949.17","ENSG00000256083.1"
"ENSG00000259087.5","ENSG00000015413.9","ENSG00000261222.3","ENSG00000160326.14","ENSG00000196787.3"
"ENSG00000149403.13","ENSG00000157193.18","ENSG00000071539.14","ENSG00000153551.14","ENSG00000231453.1"
"ENSG00000109805.10","ENSG00000145536.15","ENSG00000225475.1","ENSG00000154429.11","ENSG00000183287.14"
"ENSG00000205847.6","ENSG00000179546.4","ENSG00000092758.18","ENSG00000126368.6","ENSG00000115318.12"
"ENSG00000160606.11","ENSG00000228412.9","ENSG00000224728.1","ENSG00000127561.15","ENSG00000105967.16"
"ENSG00000230417.12","ENSG00000160471.13","ENSG00000253173.3","ENSG00000279495.1","ENSG00000101916.12"
"ENSG00000279281.1","ENSG00000185499.16","ENSG00000172164.15","ENSG00000168005.9","ENSG00000165891.16"
"ENSG00000235529.1","ENSG00000189057.11","ENSG00000254413.8","ENSG00000169692.13","ENSG00000164465.19"
"ENSG00000124334.17","ENSG00000261801.6","ENSG00000167968.13","ENSG00000070718.12","ENSG00000049768.16"
"ENSG00000175264.8","ENSG00000137269.15","ENSG00000137571.11","ENSG00000275894.1","ENSG00000211727.3"
"ENSG00000129744.3","ENSG00000065328.17","ENSG00000262188.2","ENSG00000204410.16","ENSG00000279369.1"
"ENSG00000100625.9","ENSG00000162073.14","ENSG00000258815.1","ENSG00000111581.10","ENSG00000154898.15"
"ENSG00000256037.1","ENSG00000069812.11","ENSG00000276644.5","ENSG00000156802.13","ENSG00000279989.1"
"ENSG00000254271.1","ENSG00000139970.17","ENSG00000171617.14","ENSG00000031691.7","ENSG00000287202.1"
"ENSG00000175336.10","ENSG00000085840.13","ENSG00000158806.14","ENSG00000198937.9","ENSG00000177272.9"
"ENSG00000128438.10","ENSG00000267530.3","ENSG00000234156.3","ENSG00000233429.9","ENSG00000241351.3"
"ENSG00000137261.14","ENSG00000246640.1","ENSG00000287331.1","ENSG00000175792.12","ENSG00000162745.10"
"ENSG00000115163.15","ENSG00000119946.11","ENSG00000197168.13","","ENSG00000288534.1"
"ENSG00000132031.13","ENSG00000234928.1","ENSG00000285517.1","","ENSG00000161405.17"
"ENSG00000101447.15","ENSG00000139364.10","ENSG00000181781.9","","ENSG00000255987.1"
"ENSG00000134830.6","ENSG00000105011.9","ENSG00000151790.9","","ENSG00000142552.8"
"ENSG00000183044.12","ENSG00000101489.20","ENSG00000123201.14","","ENSG00000139329.5"
"ENSG00000224559.2","ENSG00000162069.16","ENSG00000283877.1","","ENSG00000066294.15"
"ENSG00000267795.6","ENSG00000204175.5","ENSG00000136997.21","","ENSG00000122861.16"
"ENSG00000143412.10","ENSG00000172379.21","ENSG00000186377.8","","ENSG00000255262.3"
"ENSG00000134690.11","ENSG00000162004.18","ENSG00000229782.1","","ENSG00000184838.15"
"ENSG00000137976.7","ENSG00000259129.6","ENSG00000188763.5","","ENSG00000266235.1"
"ENSG00000267943.1","ENSG00000152377.14","ENSG00000099625.13","","ENSG00000150630.4"
"ENSG00000197599.12","ENSG00000249992.2","ENSG00000239559.2","","ENSG00000279400.1"
"ENSG00000133454.16","ENSG00000117152.14","ENSG00000080007.8","","ENSG00000211799.3"
"ENSG00000271013.1","ENSG00000169862.19","ENSG00000184368.16","","ENSG00000228668.1"
"ENSG00000232536.1","ENSG00000184661.14","ENSG00000270933.1","","ENSG00000141756.19"
"ENSG00000181215.15","ENSG00000268510.1","ENSG00000268324.2","","ENSG00000245148.2"
"ENSG00000234261.4","ENSG00000188112.9","ENSG00000224635.2","","ENSG00000162493.16"
"ENSG00000213057.5","ENSG00000237649.8","ENSG00000287335.1","","ENSG00000270130.1"
"ENSG00000155367.15","ENSG00000148346.12","ENSG00000273821.1","","ENSG00000256037.1"
"ENSG00000117399.14","ENSG00000127564.17","ENSG00000261587.2","","ENSG00000260139.6"
"ENSG00000186871.7","ENSG00000285210.1","ENSG00000148346.12","","ENSG00000128045.7"
"ENSG00000211793.2","ENSG00000128408.9","ENSG00000263325.1","","ENSG00000173200.13"
"ENSG00000162073.14","ENSG00000279561.2","ENSG00000109511.12","","ENSG00000151917.18"
"ENSG00000162078.11","ENSG00000198353.8","ENSG00000179148.10","","ENSG00000161791.14"
"ENSG00000164756.12","ENSG00000152253.9","ENSG00000125872.8","","ENSG00000254338.1"
"ENSG00000240535.8","ENSG00000137843.12","ENSG00000235669.1","","ENSG00000170858.10"
"ENSG00000154478.4","ENSG00000197385.6","ENSG00000086717.18","","ENSG00000267046.1"
"ENSG00000075218.19","ENSG00000162738.6","ENSG00000120055.7","","ENSG00000232021.7"
"ENSG00000172379.21","ENSG00000143320.9","ENSG00000230779.1","","ENSG00000280107.1"
"ENSG00000142945.13","ENSG00000078295.17","ENSG00000265148.6","","ENSG00000183971.10"
"ENSG00000171241.9","ENSG00000225329.3","ENSG00000183960.9","","ENSG00000213949.10"
"ENSG00000232815.1","ENSG00000232386.9","ENSG00000235947.1","","ENSG00000118946.12"
"ENSG00000242136.1","ENSG00000103034.14","ENSG00000196155.13","","ENSG00000137265.15"
"ENSG00000276434.1","ENSG00000092969.12","ENSG00000253405.1","","ENSG00000223511.7"
"ENSG00000254973.2","ENSG00000121743.4","ENSG00000175065.12","","ENSG00000235531.11"
"ENSG00000261124.1","ENSG00000116132.12","ENSG00000246339.6","","ENSG00000211721.2"
"ENSG00000214894.6","ENSG00000135451.13","ENSG00000253307.1","","ENSG00000213809.9"
"ENSG00000228544.1","ENSG00000154342.6","ENSG00000237988.5","","ENSG00000121716.20"
"ENSG00000161270.20","ENSG00000094804.12","ENSG00000131019.11","","ENSG00000248540.3"
"ENSG00000224577.3","ENSG00000005001.10","ENSG00000179031.8","","ENSG00000134986.14"
"ENSG00000262362.1","ENSG00000112984.12","ENSG00000126709.15","","ENSG00000171864.5"
"ENSG00000164893.9","ENSG00000262188.2","ENSG00000262585.1","","ENSG00000111331.13"
"ENSG00000227392.2","ENSG00000101443.18","ENSG00000228278.5","","ENSG00000275791.1"
