"BRCA","CHOL","COAD","ESCA","HNSC"
"ENSG00000260633.1","ENSG00000279878.1","ENSG00000163803.13","",""
"ENSG00000187824.9","ENSG00000156885.6","ENSG00000092051.17","",""
"ENSG00000203876.10","ENSG00000173599.15","ENSG00000272143.1","",""
"ENSG00000197245.6","ENSG00000148339.12","ENSG00000270472.2","",""
"ENSG00000152465.18","ENSG00000251061.2","ENSG00000138622.4","",""
"ENSG00000182463.16","ENSG00000100577.19","ENSG00000241635.8","",""
"ENSG00000277851.2","ENSG00000171759.10","ENSG00000123119.12","",""
"ENSG00000065534.19","ENSG00000162897.16","ENSG00000152580.8","",""
"ENSG00000129680.16","ENSG00000226699.1","ENSG00000226237.2","",""
"ENSG00000254602.2","ENSG00000259706.1","ENSG00000171658.8","",""
"ENSG00000172399.6","ENSG00000154654.15","ENSG00000280032.1","",""
"ENSG00000259920.1","ENSG00000173597.9","ENSG00000113805.8","",""
"ENSG00000162772.17","ENSG00000135218.19","ENSG00000176490.5","",""
"ENSG00000115596.4","ENSG00000181035.14","ENSG00000237111.1","",""
"ENSG00000198483.13","ENSG00000134042.14","ENSG00000141668.10","",""
"ENSG00000141052.18","ENSG00000108187.16","ENSG00000047936.11","",""
"ENSG00000149451.18","ENSG00000248685.6","ENSG00000227742.2","",""
"ENSG00000146411.6","ENSG00000228133.3","ENSG00000101680.15","",""
"ENSG00000140545.15","ENSG00000147100.11","ENSG00000287090.1","",""
"ENSG00000235172.8","ENSG00000002933.9","ENSG00000108242.13","",""
"ENSG00000182885.17","ENSG00000266151.1","ENSG00000211599.2","",""
"ENSG00000186462.9","ENSG00000205403.13","ENSG00000165495.16","",""
"ENSG00000072163.20","ENSG00000259444.1","ENSG00000151892.15","",""
"ENSG00000175785.13","ENSG00000134824.14","ENSG00000132185.18","",""
"ENSG00000152580.8","ENSG00000152620.13","ENSG00000228307.2","",""
"ENSG00000198838.14","ENSG00000198695.2","ENSG00000179639.10","",""
"ENSG00000178947.9","ENSG00000259478.2","ENSG00000233760.2","",""
"ENSG00000265972.6","ENSG00000275830.2","ENSG00000012124.17","",""
"ENSG00000204403.9","ENSG00000110244.7","ENSG00000258819.2","",""
"ENSG00000267365.1","ENSG00000075239.14","ENSG00000018236.15","",""
"ENSG00000113231.14","ENSG00000253944.1","ENSG00000156298.13","",""
"ENSG00000136160.17","ENSG00000270720.1","ENSG00000213088.12","",""
"ENSG00000132170.23","ENSG00000152078.10","ENSG00000188783.6","",""
"ENSG00000229619.4","ENSG00000137860.12","ENSG00000178031.17","",""
"ENSG00000146648.19","ENSG00000130222.11","ENSG00000204136.11","",""
"ENSG00000198881.10","ENSG00000258818.4","ENSG00000085265.11","",""
"ENSG00000253250.3","ENSG00000120915.14","ENSG00000224607.4","",""
"ENSG00000147251.15","ENSG00000060971.19","ENSG00000106511.6","",""
"ENSG00000158966.16","ENSG00000152270.9","ENSG00000149294.17","",""
"ENSG00000136014.12","ENSG00000106565.18","ENSG00000174944.9","",""
"ENSG00000127472.11","ENSG00000139508.15","ENSG00000180155.20","",""
"ENSG00000287998.1","ENSG00000276980.1","ENSG00000165023.7","",""
"ENSG00000250802.7","ENSG00000163958.14","ENSG00000077157.22","",""
"ENSG00000185518.12","ENSG00000052802.13","ENSG00000120907.18","",""
"ENSG00000127920.6","ENSG00000224389.9","ENSG00000207296.1","",""
"ENSG00000122121.11","ENSG00000132386.11","ENSG00000240253.6","",""
"ENSG00000234456.8","ENSG00000255746.1","ENSG00000171714.12","",""
"ENSG00000103647.13","ENSG00000182326.15","ENSG00000147614.4","",""
"ENSG00000128016.7","ENSG00000144649.9","ENSG00000248211.1","",""
"ENSG00000177666.17","ENSG00000111275.13","ENSG00000109846.9","",""
"ENSG00000184347.15","ENSG00000251409.1","ENSG00000244116.3","",""
"ENSG00000165152.9","ENSG00000164100.9","ENSG00000158467.16","",""
"ENSG00000025039.15","ENSG00000245293.3","ENSG00000164850.15","",""
"ENSG00000008394.13","ENSG00000164619.10","ENSG00000148680.16","",""
"ENSG00000154134.15","ENSG00000131910.5","ENSG00000213225.7","",""
"ENSG00000134324.12","ENSG00000166856.3","ENSG00000163661.4","",""
"ENSG00000109794.13","ENSG00000197249.14","ENSG00000082175.15","",""
"ENSG00000186994.11","ENSG00000125551.19","ENSG00000101605.13","",""
"ENSG00000197576.14","ENSG00000163217.2","ENSG00000250320.6","",""
"ENSG00000118804.8","ENSG00000173281.5","ENSG00000253177.2","",""
"ENSG00000144655.15","ENSG00000181192.12","ENSG00000102886.15","",""
"ENSG00000279013.1","ENSG00000159403.18","ENSG00000211899.10","",""
"ENSG00000263400.8","ENSG00000285791.1","ENSG00000183379.9","",""
"ENSG00000111716.14","ENSG00000182551.14","ENSG00000263400.8","",""
"ENSG00000258498.8","ENSG00000285467.1","ENSG00000145287.11","",""
"ENSG00000198478.8","ENSG00000169083.18","ENSG00000166866.13","",""
"ENSG00000116574.6","ENSG00000162433.15","ENSG00000127951.8","",""
"ENSG00000258311.5","ENSG00000245017.2","ENSG00000188730.5","",""
"ENSG00000136002.20","ENSG00000179399.15","ENSG00000254827.6","",""
"ENSG00000250334.6","ENSG00000288046.1","ENSG00000111962.8","",""
"ENSG00000226953.8","ENSG00000106538.10","ENSG00000144331.20","",""
"ENSG00000180875.5","ENSG00000140961.14","ENSG00000231346.5","",""
"ENSG00000177627.11","ENSG00000093217.11","ENSG00000124440.16","",""
"ENSG00000170989.10","ENSG00000112294.14","ENSG00000198624.13","",""
"ENSG00000249464.6","ENSG00000279022.1","ENSG00000169715.15","",""
"ENSG00000229847.9","ENSG00000251165.6","ENSG00000148948.8","",""
"ENSG00000013297.12","ENSG00000254480.2","ENSG00000112183.15","",""
"ENSG00000238120.1","ENSG00000135409.11","ENSG00000125775.15","",""
"ENSG00000073464.13","ENSG00000275880.1","ENSG00000137727.12","",""
"ENSG00000156298.13","ENSG00000279607.1","ENSG00000162520.15","",""
"ENSG00000164056.11","ENSG00000109991.9","ENSG00000006016.11","",""
"ENSG00000009694.13","ENSG00000008311.15","ENSG00000231672.8","",""
"ENSG00000144229.12","ENSG00000158125.10","ENSG00000169860.7","",""
"ENSG00000276649.1","ENSG00000107736.21","ENSG00000170891.11","",""
"ENSG00000185271.9","ENSG00000285676.1","ENSG00000287401.1","",""
"ENSG00000153956.16","ENSG00000250803.6","ENSG00000102003.11","",""
"ENSG00000179242.16","ENSG00000009950.16","ENSG00000253537.3","",""
"ENSG00000115226.10","ENSG00000161649.13","ENSG00000185432.12","",""
"ENSG00000238290.1","ENSG00000132437.18","ENSG00000183798.5","",""
"ENSG00000136274.9","ENSG00000263535.2","ENSG00000102383.14","",""
"ENSG00000003436.16","ENSG00000277210.3","ENSG00000162817.7","",""
"ENSG00000134531.10","ENSG00000109667.12","ENSG00000261729.2","",""
"ENSG00000164106.8","ENSG00000164038.16","ENSG00000250073.3","",""
"ENSG00000226237.2","ENSG00000159921.19","ENSG00000188828.12","",""
"ENSG00000248202.2","ENSG00000148795.7","ENSG00000101938.15","",""
"ENSG00000240583.13","ENSG00000280087.1","ENSG00000072163.20","",""
"ENSG00000243422.2","ENSG00000143994.14","ENSG00000225194.3","",""
"ENSG00000234076.1","ENSG00000253311.3","ENSG00000157152.17","",""
"ENSG00000128268.12","ENSG00000117305.15","ENSG00000106404.14","",""
"ENSG00000185920.16","ENSG00000224122.2","ENSG00000230798.5","",""
"ENSG00000272482.1","ENSG00000259370.2","ENSG00000255408.4","",""
"ENSG00000279026.1","ENSG00000226015.2","ENSG00000248309.7","",""
"ENSG00000182636.8","ENSG00000279026.1","ENSG00000173597.9","",""
"ENSG00000141404.17","ENSG00000261572.1","ENSG00000152583.12","",""
"ENSG00000173320.12","ENSG00000102967.12","ENSG00000215218.4","",""
"ENSG00000245025.3","ENSG00000255650.6","ENSG00000136842.14","",""
"ENSG00000074416.14","ENSG00000124564.17","ENSG00000146938.16","",""
"ENSG00000184254.17","ENSG00000235529.1","ENSG00000116833.14","",""
"ENSG00000078401.7","ENSG00000273350.1","ENSG00000124615.20","",""
"ENSG00000180537.13","ENSG00000178445.10","ENSG00000122733.12","",""
"ENSG00000165457.14","ENSG00000108924.14","ENSG00000205002.4","",""
"ENSG00000123360.12","ENSG00000198732.11","ENSG00000170381.14","",""
"ENSG00000069431.11","ENSG00000127884.5","ENSG00000162733.19","",""
"ENSG00000213088.12","ENSG00000287200.1","ENSG00000146122.17","",""
"ENSG00000104055.16","ENSG00000237076.1","ENSG00000109099.16","",""
"ENSG00000177707.11","ENSG00000177465.4","ENSG00000184113.9","",""
"ENSG00000230082.1","ENSG00000159200.18","ENSG00000249346.7","",""
"ENSG00000157368.11","ENSG00000198786.2","ENSG00000145423.5","",""
"ENSG00000236444.5","ENSG00000157379.14","ENSG00000239961.3","",""
"ENSG00000185432.12","ENSG00000167676.4","ENSG00000175356.14","",""
"ENSG00000163513.19","ENSG00000114812.13","ENSG00000065154.12","",""
"ENSG00000127990.19","ENSG00000151552.12","ENSG00000099864.18","",""
"ENSG00000182600.9","ENSG00000275392.1","ENSG00000185760.17","",""
"ENSG00000122591.12","ENSG00000183154.1","ENSG00000168913.7","",""
"ENSG00000154917.11","ENSG00000188672.19","ENSG00000111339.12","",""
"ENSG00000248441.7","ENSG00000205106.4","ENSG00000117281.16","",""
"ENSG00000073712.15","ENSG00000144040.13","ENSG00000161640.15","",""
"ENSG00000140009.18","ENSG00000103485.19","ENSG00000113580.15","",""
"ENSG00000177469.13","ENSG00000162068.2","ENSG00000174099.12","",""
"ENSG00000169282.18","ENSG00000245768.7","ENSG00000262097.2","",""
"ENSG00000078596.11","ENSG00000103876.13","ENSG00000188848.16","",""
"ENSG00000179314.14","ENSG00000286751.1","ENSG00000144821.10","",""
"ENSG00000272914.1","ENSG00000178537.10","ENSG00000116741.8","",""
"ENSG00000166265.13","ENSG00000165874.13","ENSG00000168280.18","",""
"ENSG00000113578.18","ENSG00000119673.14","ENSG00000215861.6","",""
"ENSG00000105997.22","ENSG00000272129.1","ENSG00000171189.17","",""
"ENSG00000064218.5","ENSG00000165475.15","ENSG00000196502.12","",""
"ENSG00000119715.15","ENSG00000178301.4","ENSG00000138744.16","",""
"ENSG00000215237.6","ENSG00000186714.12","ENSG00000271474.1","",""
"ENSG00000228063.2","ENSG00000100714.17","ENSG00000211933.2","",""
"ENSG00000243244.7","ENSG00000160233.8","ENSG00000155719.18","",""
"ENSG00000169744.13","ENSG00000282793.1","ENSG00000125148.7","",""
"ENSG00000286039.1","ENSG00000108242.13","ENSG00000134532.19","",""
"ENSG00000145362.20","ENSG00000176422.14","ENSG00000126895.15","",""
"ENSG00000225889.9","ENSG00000257943.2","ENSG00000105784.15","",""
"ENSG00000182902.14","ENSG00000204682.8","ENSG00000225914.3","",""
"ENSG00000197083.11","ENSG00000170099.6","ENSG00000261888.1","",""
"ENSG00000141431.12","ENSG00000060762.19","ENSG00000091986.16","",""
"ENSG00000168356.13","ENSG00000146085.8","ENSG00000162687.19","",""
"ENSG00000259728.5","ENSG00000187546.14","ENSG00000170703.15","",""
"ENSG00000229052.2","ENSG00000116171.19","ENSG00000241294.1","",""
"ENSG00000154240.17","ENSG00000259359.2","ENSG00000214787.10","",""
"ENSG00000286511.1","ENSG00000090539.15","ENSG00000172831.14","",""
"ENSG00000120162.10","ENSG00000196632.10","ENSG00000169418.10","",""
"ENSG00000166831.9","ENSG00000105607.13","ENSG00000161243.9","",""
"ENSG00000077157.22","ENSG00000137106.18","ENSG00000237513.2","",""
"ENSG00000189056.14","ENSG00000274286.2","ENSG00000172987.13","",""
"ENSG00000173530.6","ENSG00000187097.13","ENSG00000196747.4","",""
"ENSG00000132688.11","ENSG00000123561.15","ENSG00000258732.1","",""
"ENSG00000120129.6","ENSG00000273901.1","ENSG00000164627.18","",""
"ENSG00000146122.17","ENSG00000125675.18","ENSG00000053438.11","",""
"ENSG00000253368.4","ENSG00000256262.1","ENSG00000266256.3","",""
"ENSG00000197872.11","ENSG00000187017.17","ENSG00000196376.11","",""
"ENSG00000163687.14","ENSG00000138670.18","ENSG00000134962.7","",""
"ENSG00000135063.19","ENSG00000267659.5","ENSG00000128218.8","",""
"ENSG00000140876.11","ENSG00000241570.8","ENSG00000171303.7","",""
"ENSG00000054598.9","ENSG00000148672.9","ENSG00000018869.17","",""
"ENSG00000259070.7","ENSG00000278214.1","ENSG00000108852.15","",""
"ENSG00000162614.19","ENSG00000162840.4","ENSG00000189056.14","",""
"ENSG00000067113.17","ENSG00000160323.19","ENSG00000153956.16","",""
"ENSG00000115380.20","ENSG00000251393.4","ENSG00000264500.1","",""
"ENSG00000139737.22","ENSG00000279419.1","ENSG00000132932.17","",""
"ENSG00000165084.16","ENSG00000008394.13","ENSG00000168229.4","",""
"ENSG00000281392.2","ENSG00000235199.1","ENSG00000115841.21","",""
"ENSG00000073792.16","ENSG00000132703.4","ENSG00000187837.4","",""
"ENSG00000133116.8","ENSG00000106034.18","ENSG00000259363.6","",""
"ENSG00000148541.13","ENSG00000058404.20","ENSG00000205795.4","",""
"ENSG00000129194.8","ENSG00000285219.2","ENSG00000150045.12","",""
"ENSG00000231007.5","ENSG00000177943.14","ENSG00000196263.8","",""
"ENSG00000133027.18","ENSG00000111885.7","ENSG00000070808.16","",""
"ENSG00000177990.12","ENSG00000064225.12","ENSG00000241163.8","",""
"ENSG00000163590.14","ENSG00000138606.19","ENSG00000145384.4","",""
"ENSG00000126561.17","ENSG00000238198.2","ENSG00000211938.2","",""
"ENSG00000105538.10","ENSG00000185432.12","ENSG00000276547.1","",""
"ENSG00000226833.6","ENSG00000259343.7","ENSG00000213760.11","",""
"ENSG00000139946.10","ENSG00000260886.2","ENSG00000229155.1","",""
"ENSG00000135324.6","ENSG00000260500.1","ENSG00000115295.20","",""
"ENSG00000067082.15","ENSG00000121446.20","ENSG00000123643.13","",""
"ENSG00000101331.17","ENSG00000163884.4","ENSG00000197465.14","",""
"ENSG00000214140.11","ENSG00000171903.16","ENSG00000141574.8","",""
"ENSG00000144857.14","ENSG00000138796.17","ENSG00000126861.5","",""
"ENSG00000274286.2","ENSG00000073849.16","ENSG00000196353.11","",""
"ENSG00000122863.6","ENSG00000122971.9","ENSG00000213901.11","",""
"ENSG00000198932.13","ENSG00000271868.1","ENSG00000258630.3","",""
"ENSG00000234754.2","ENSG00000134463.15","ENSG00000176438.12","",""
"ENSG00000109686.19","ENSG00000174327.7","ENSG00000167779.9","",""
"ENSG00000107796.13","ENSG00000197580.13","ENSG00000166770.11","",""
"ENSG00000233554.6","ENSG00000181856.15","ENSG00000139155.9","",""
"ENSG00000147113.17","ENSG00000163683.12","ENSG00000100678.19","",""
"ENSG00000147027.4","ENSG00000135069.14","ENSG00000176293.20","",""
"ENSG00000204136.11","ENSG00000214456.8","ENSG00000144063.4","",""
"ENSG00000272505.1","ENSG00000230188.1","ENSG00000140459.18","",""
"ENSG00000176974.20","ENSG00000281756.1","ENSG00000171451.14","",""
"ENSG00000160191.18","ENSG00000005981.13","ENSG00000164176.13","",""
"ENSG00000183873.18","ENSG00000149150.9","ENSG00000088854.12","",""
"ENSG00000152932.8","ENSG00000168234.13","ENSG00000136011.15","",""
"ENSG00000171867.17","ENSG00000176894.10","ENSG00000163749.17","",""
"ENSG00000166856.3","ENSG00000180346.4","ENSG00000182487.12","",""
"ENSG00000255389.1","ENSG00000260325.2","ENSG00000167261.14","",""
"ENSG00000092421.17","ENSG00000176919.13","ENSG00000230204.1","",""
"ENSG00000157927.17","ENSG00000122756.15","ENSG00000115590.14","",""
"ENSG00000225670.4","ENSG00000231327.1","ENSG00000181804.15","",""
"ENSG00000090530.10","ENSG00000144648.16","ENSG00000228013.1","",""
"ENSG00000170919.16","ENSG00000112299.8","ENSG00000174640.15","",""
"ENSG00000005513.10","ENSG00000145703.16","ENSG00000136732.16","",""
"ENSG00000173269.14","ENSG00000114378.17","ENSG00000135678.12","",""
"ENSG00000081818.4","ENSG00000198417.7","ENSG00000173114.13","",""
"ENSG00000180638.19","ENSG00000284959.2","ENSG00000238078.1","",""
"ENSG00000113369.9","ENSG00000125430.9","ENSG00000171431.4","",""
"ENSG00000109654.16","ENSG00000138792.10","ENSG00000153902.14","",""
"ENSG00000152672.8","ENSG00000135111.16","ENSG00000240225.10","",""
"ENSG00000184500.16","ENSG00000059769.20","ENSG00000178226.11","",""
"ENSG00000121691.7","ENSG00000215386.13","ENSG00000138193.16","",""
"ENSG00000277954.1","ENSG00000127948.16","ENSG00000124749.17","",""
"ENSG00000254122.3","ENSG00000274560.1","ENSG00000244476.3","",""
"ENSG00000154065.17","ENSG00000137642.13","ENSG00000089486.17","",""
"ENSG00000116016.14","ENSG00000115255.12","ENSG00000196218.13","",""
"ENSG00000184557.4","ENSG00000139597.18","ENSG00000245812.3","",""
"ENSG00000164197.12","ENSG00000260293.2","ENSG00000196196.3","",""
"ENSG00000140538.16","ENSG00000123104.12","ENSG00000046653.15","",""
"ENSG00000272777.1","ENSG00000147155.11","ENSG00000165269.13","",""
"ENSG00000108947.5","ENSG00000216588.9","ENSG00000185274.12","",""
"ENSG00000253771.6","ENSG00000272555.1","ENSG00000005249.13","",""
"ENSG00000163762.7","ENSG00000231047.1","ENSG00000215644.10","",""
"ENSG00000223561.7","ENSG00000253661.2","ENSG00000064655.19","",""
"ENSG00000185038.14","ENSG00000135437.10","ENSG00000197361.8","",""
"ENSG00000286923.1","ENSG00000004799.8","ENSG00000007312.13","",""
"ENSG00000105088.8","ENSG00000226087.2","ENSG00000197083.11","",""
"ENSG00000228436.3","ENSG00000243649.9","ENSG00000057704.13","",""
"ENSG00000278931.1","ENSG00000056998.20","ENSG00000079335.20","",""
"ENSG00000159433.12","ENSG00000116704.8","ENSG00000130224.15","",""
"ENSG00000142611.17","ENSG00000115425.14","ENSG00000204099.12","",""
"ENSG00000221968.9","ENSG00000165410.15","ENSG00000158473.8","",""
"ENSG00000235641.5","ENSG00000197142.10","ENSG00000163606.11","",""
"ENSG00000176153.12","ENSG00000133048.13","ENSG00000184524.6","",""
"ENSG00000008311.15","ENSG00000115841.21","ENSG00000224189.8","",""
"ENSG00000205726.15","ENSG00000143416.21","ENSG00000225465.9","",""
"ENSG00000120471.15","ENSG00000139874.6","ENSG00000137726.17","",""
"ENSG00000115705.22","ENSG00000171503.12","ENSG00000105369.10","",""
"ENSG00000276409.5","ENSG00000100116.17","ENSG00000233093.6","",""
"ENSG00000239405.1","ENSG00000126522.17","ENSG00000107736.21","",""
"ENSG00000166482.12","ENSG00000246145.1","ENSG00000178301.4","",""
"ENSG00000267107.8","ENSG00000231882.1","ENSG00000214491.8","",""
"ENSG00000114378.17","ENSG00000255353.1","ENSG00000150510.17","",""
"ENSG00000099864.18","ENSG00000169764.16","ENSG00000163239.12","",""
"ENSG00000166148.4","ENSG00000167315.18","ENSG00000129244.9","",""
"ENSG00000164841.5","ENSG00000107864.15","ENSG00000139508.15","",""
"ENSG00000154721.15","ENSG00000138640.15","ENSG00000034239.11","",""
"ENSG00000137070.18","ENSG00000166211.8","ENSG00000143416.21","",""
"ENSG00000164318.18","ENSG00000149131.17","ENSG00000175287.19","",""
"ENSG00000150048.10","ENSG00000151360.10","ENSG00000166501.14","",""
"ENSG00000108823.16","ENSG00000230611.1","ENSG00000138678.11","",""
"ENSG00000183722.9","ENSG00000232287.2","ENSG00000112782.19","",""
"ENSG00000162367.11","ENSG00000124374.9","ENSG00000166482.12","",""
"ENSG00000117525.14","ENSG00000117791.16","ENSG00000249231.8","",""
"ENSG00000130707.18","ENSG00000120437.9","ENSG00000177098.9","",""
"ENSG00000174099.12","ENSG00000063854.13","ENSG00000224650.2","",""
"ENSG00000236975.2","ENSG00000106823.12","ENSG00000184613.11","",""
"ENSG00000169515.8","ENSG00000176641.11","ENSG00000226329.2","",""
"ENSG00000153551.14","ENSG00000145476.16","ENSG00000186469.8","",""
"ENSG00000112320.12","ENSG00000004864.14","ENSG00000154553.16","",""
"ENSG00000165495.16","ENSG00000187627.17","ENSG00000182636.8","",""
"ENSG00000147872.10","ENSG00000242600.8","ENSG00000197943.10","",""
"ENSG00000115306.16","ENSG00000213533.13","ENSG00000189221.10","",""
"ENSG00000288045.1","ENSG00000237949.2","ENSG00000128040.11","",""
"ENSG00000258168.6","ENSG00000126759.14","ENSG00000197253.13","",""
"ENSG00000159899.15","ENSG00000263232.2","ENSG00000117472.10","",""
"ENSG00000187800.13","ENSG00000230870.2","ENSG00000231424.3","",""
"ENSG00000052850.8","ENSG00000145850.9","ENSG00000144712.12","",""
"ENSG00000176485.12","ENSG00000164849.10","ENSG00000197629.6","",""
"ENSG00000111186.13","ENSG00000156869.14","ENSG00000177272.9","",""
"ENSG00000125355.16","ENSG00000145217.14","ENSG00000186684.14","",""
"ENSG00000107104.20","ENSG00000111879.20","ENSG00000169026.13","",""
"ENSG00000198774.5","ENSG00000198736.12","ENSG00000112182.15","",""
"ENSG00000149591.17","ENSG00000109107.14","ENSG00000173068.18","",""
"ENSG00000148143.13","ENSG00000196502.12","ENSG00000211651.3","",""
"ENSG00000256235.2","ENSG00000250596.2","ENSG00000073711.11","",""
"ENSG00000165443.12","ENSG00000198721.13","ENSG00000107518.18","",""
"ENSG00000206075.14","ENSG00000140876.11","ENSG00000169764.16","",""
"ENSG00000165996.14","ENSG00000165731.20","ENSG00000224307.2","",""
"ENSG00000109339.24","ENSG00000167769.5","ENSG00000085552.17","",""
"ENSG00000154133.15","ENSG00000142168.15","ENSG00000259834.1","",""
"ENSG00000176597.12","ENSG00000206384.10","ENSG00000115252.18","",""
"ENSG00000198075.10","ENSG00000271784.1","ENSG00000156475.18","",""
"ENSG00000171056.8","ENSG00000170873.19","ENSG00000083814.13","",""
"ENSG00000184785.6","ENSG00000187045.19","ENSG00000105492.16","",""
"ENSG00000154553.16","ENSG00000128928.10","ENSG00000262209.3","",""
"ENSG00000091137.14","ENSG00000155970.12","ENSG00000109339.24","",""
"ENSG00000119185.13","ENSG00000170439.7","ENSG00000011465.18","",""
"ENSG00000081377.17","ENSG00000136868.11","ENSG00000234817.2","",""
"ENSG00000151491.14","ENSG00000251584.2","ENSG00000186715.11","",""
"ENSG00000111879.20","ENSG00000182871.16","ENSG00000229056.2","",""
"ENSG00000169291.10","ENSG00000230550.2","ENSG00000166311.10","",""
"ENSG00000169991.11","ENSG00000172345.14","ENSG00000251141.6","",""
"ENSG00000107611.16","ENSG00000161533.12","ENSG00000185869.15","",""
"ENSG00000102760.13","ENSG00000149485.19","ENSG00000171503.12","",""
"ENSG00000196169.15","ENSG00000114054.14","ENSG00000169213.7","",""
"ENSG00000153993.13","ENSG00000165092.13","ENSG00000187091.14","",""
"ENSG00000158555.15","ENSG00000101856.10","ENSG00000240583.13","",""
"ENSG00000163239.12","ENSG00000259783.6","ENSG00000139117.14","",""
"ENSG00000120279.6","ENSG00000212907.2","ENSG00000121406.9","",""
"ENSG00000232742.3","ENSG00000188517.16","ENSG00000054356.14","",""
"ENSG00000069122.19","ENSG00000079739.17","ENSG00000106853.20","",""
"ENSG00000127528.6","ENSG00000197165.11","ENSG00000042445.14","",""
"ENSG00000077782.21","ENSG00000113594.10","ENSG00000147036.12","",""
"ENSG00000131943.18","ENSG00000151014.6","ENSG00000168077.14","",""
"ENSG00000186105.8","ENSG00000143878.10","ENSG00000137094.15","",""
"ENSG00000109472.14","ENSG00000164904.18","ENSG00000241755.1","",""
"ENSG00000176014.13","ENSG00000125166.13","ENSG00000255774.2","",""
"ENSG00000267440.2","ENSG00000184925.12","ENSG00000176919.13","",""
"ENSG00000185022.12","ENSG00000174885.13","ENSG00000225969.2","",""
"ENSG00000181585.7","ENSG00000089220.5","ENSG00000173198.6","",""
"ENSG00000155966.14","ENSG00000012504.15","ENSG00000136274.9","",""
"ENSG00000231419.6","ENSG00000137563.13","ENSG00000245468.4","",""
"ENSG00000118004.18","ENSG00000076258.10","ENSG00000211937.3","",""
"ENSG00000122971.9","ENSG00000172893.16","ENSG00000172724.12","",""
"ENSG00000232284.7","ENSG00000256148.1","ENSG00000171992.13","",""
"ENSG00000174059.17","ENSG00000198727.2","ENSG00000106571.15","",""
"ENSG00000186951.16","ENSG00000198899.2","ENSG00000185818.8","",""
"ENSG00000172458.4","ENSG00000267390.1","ENSG00000172794.20","",""
"ENSG00000143344.16","ENSG00000185100.11","ENSG00000188373.5","",""
"ENSG00000221818.9","ENSG00000117054.14","ENSG00000239951.1","",""
"ENSG00000118495.20","ENSG00000143028.9","ENSG00000156299.13","",""
"ENSG00000142871.18","ENSG00000101974.14","ENSG00000145335.17","",""
"ENSG00000171992.13","ENSG00000186951.16","ENSG00000185339.9","",""
"ENSG00000075213.11","ENSG00000158473.8","ENSG00000046889.19","",""
"ENSG00000149231.15","ENSG00000101695.9","ENSG00000187239.17","",""
"ENSG00000036530.9","ENSG00000214842.5","ENSG00000253485.2","",""
"ENSG00000233117.4","ENSG00000278518.1","ENSG00000076555.15","",""
"ENSG00000196781.16","ENSG00000119471.15","ENSG00000165496.5","",""
"ENSG00000171914.16","ENSG00000170214.5","ENSG00000259120.3","",""
"ENSG00000122644.13","ENSG00000164161.10","ENSG00000166920.13","",""
"ENSG00000152583.12","ENSG00000248527.1","ENSG00000249249.2","",""
"ENSG00000274340.1","ENSG00000104325.7","ENSG00000240382.3","",""
"ENSG00000142910.16","ENSG00000273291.5","ENSG00000272463.1","",""
"ENSG00000103184.12","ENSG00000172340.15","ENSG00000100285.10","",""
"ENSG00000274031.1","ENSG00000169439.12","ENSG00000198771.11","",""
"ENSG00000234722.5","ENSG00000237413.5","ENSG00000122224.18","",""
"ENSG00000126838.10","ENSG00000122490.19","ENSG00000137672.13","",""
"ENSG00000147526.20","ENSG00000255231.1","ENSG00000155545.20","",""
"ENSG00000196569.13","ENSG00000214530.9","ENSG00000231246.2","",""
"ENSG00000101311.16","ENSG00000066583.12","ENSG00000141750.7","",""
"ENSG00000129467.14","ENSG00000114737.16","ENSG00000233237.8","",""
"ENSG00000156689.7","ENSG00000240303.8","ENSG00000211679.2","",""
"ENSG00000166682.13","ENSG00000163293.12","ENSG00000139540.12","",""
"ENSG00000121898.13","ENSG00000285872.1","ENSG00000250742.4","",""
"ENSG00000164687.11","ENSG00000162817.7","ENSG00000124507.11","",""
"ENSG00000142677.4","ENSG00000243069.8","ENSG00000144031.12","",""
"ENSG00000236548.2","ENSG00000049246.14","ENSG00000188488.14","",""
"ENSG00000149289.11","ENSG00000198804.2","ENSG00000095637.22","",""
"ENSG00000183638.6","ENSG00000177688.7","ENSG00000227372.12","",""
"ENSG00000198756.12","ENSG00000135144.7","ENSG00000203739.4","",""
"ENSG00000087903.13","ENSG00000251139.2","ENSG00000144230.16","",""
"ENSG00000255398.3","ENSG00000198888.2","ENSG00000226564.1","",""
"ENSG00000181804.15","ENSG00000198763.3","ENSG00000149451.18","",""
"ENSG00000266601.1","ENSG00000288007.1","ENSG00000171659.15","",""
"ENSG00000231999.7","ENSG00000110975.8","ENSG00000280186.1","",""
"ENSG00000167992.13","ENSG00000146374.14","ENSG00000270265.1","",""
"ENSG00000119729.12","ENSG00000126106.14","ENSG00000188906.16","",""
"ENSG00000135333.14","ENSG00000148057.16","ENSG00000179674.4","",""
"ENSG00000226026.6","ENSG00000175600.16","ENSG00000198944.6","",""
"ENSG00000205562.3","ENSG00000211445.12","ENSG00000166086.13","",""
"ENSG00000203685.10","ENSG00000149476.16","ENSG00000135424.18","",""
"ENSG00000234779.1","ENSG00000198886.2","ENSG00000165124.18","",""
"ENSG00000079819.19","ENSG00000162688.17","ENSG00000280040.1","",""
"ENSG00000224468.3","ENSG00000074935.14","ENSG00000143603.19","",""
"ENSG00000105376.5","ENSG00000233967.7","ENSG00000103647.13","",""
